,Feature,Feature_importance
355,CLOSED_AMT_CREDIT_SUM_MAX_stdscl,0.006182832932932809
356,CLOSED_AMT_CREDIT_SUM_MEAN_stdscl,0.004194274383466717
357,CLOSED_AMT_CREDIT_SUM_SUM_stdscl,0.002992461143040143
358,CLOSED_AMT_CREDIT_SUM_DEBT_MAX_stdscl,0.00032696133054184787
359,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN_stdscl,0.00015125849059150138
360,CLOSED_AMT_CREDIT_SUM_DEBT_SUM_stdscl,0.0016525077252455436
361,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN_stdscl,0.0
362,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN_stdscl,8.041578997488472e-05
363,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM_stdscl,0.00021927458344761744
364,CLOSED_AMT_ANNUITY_MAX_stdscl,0.001046863954540417
365,CLOSED_AMT_ANNUITY_MEAN_stdscl,0.0006005393524113345
366,CLOSED_CNT_CREDIT_PROLONG_SUM_stdscl,0.0
367,CLOSED_MONTHS_BALANCE_MIN_MIN_stdscl,0.00042185002560810546
368,CLOSED_MONTHS_BALANCE_MAX_MAX_stdscl,0.00018422537870539568
369,CLOSED_MONTHS_BALANCE_SIZE_MEAN_stdscl,0.0012301122149525833
370,CLOSED_MONTHS_BALANCE_SIZE_SUM_stdscl,0.002620924419903448
371,PREV_AMT_ANNUITY_MIN_stdscl,0.014896721020622292
372,PREV_AMT_ANNUITY_MAX_stdscl,0.006941398618953075
373,PREV_AMT_ANNUITY_MEAN_stdscl,0.005019263037038416
374,PREV_AMT_APPLICATION_MIN_stdscl,0.0005057032127575097
375,PREV_AMT_APPLICATION_MAX_stdscl,0.0014014589246376039
376,PREV_AMT_APPLICATION_MEAN_stdscl,0.001123516533800624
377,PREV_AMT_CREDIT_MIN_stdscl,0.0032144170730450377
378,PREV_AMT_CREDIT_MAX_stdscl,0.002327332218303038
379,PREV_AMT_CREDIT_MEAN_stdscl,0.002183479810886808
380,PREV_APP_CREDIT_PERC_MIN_stdscl,0.0342253458653888
381,PREV_APP_CREDIT_PERC_VAR_stdscl,0.003956986962933518
382,PREV_AMT_DOWN_PAYMENT_MIN_stdscl,0.0028082974357985435
383,PREV_AMT_DOWN_PAYMENT_MAX_stdscl,0.005552386105578342
384,PREV_AMT_DOWN_PAYMENT_MEAN_stdscl,0.004246645380409136
385,PREV_AMT_GOODS_PRICE_MIN_stdscl,0.0021004287686509416
386,PREV_AMT_GOODS_PRICE_MAX_stdscl,0.0016389261387102121
387,PREV_AMT_GOODS_PRICE_MEAN_stdscl,0.001680136267636053
388,PREV_HOUR_APPR_PROCESS_START_MIN_stdscl,0.002300548393703614
389,PREV_HOUR_APPR_PROCESS_START_MAX_stdscl,0.0012397287716518338
390,PREV_HOUR_APPR_PROCESS_START_MEAN_stdscl,0.002632257954257846
391,PREV_RATE_DOWN_PAYMENT_MIN_stdscl,0.0040519034560181685
392,PREV_RATE_DOWN_PAYMENT_MAX_stdscl,0.005004158855912072
393,PREV_RATE_DOWN_PAYMENT_MEAN_stdscl,0.005360248860830699
